pl_name,hostname,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,sy_dist
K2-110 b,K2-110,0.10207,2.592,15.9,5.02,0.13,27.7,638.0,116.474
K2-111 b,K2-111,0.0565,1.82,5.58,5.0,0.1,490.0,1309.0,200.394
K2-113 b,K2-113,0.0642,12.14,410.0007,1.97,0.0,277.39,1098.0,635.722
K2-114 b,K2-114,0.0944,10.59248676,638.83509807,2.96,0.079,40.0,701.4,475.758
K2-115 b,K2-115,0.1415,11.80305668,321.00669107,1.07,0.063,20.4393,696.0,413.591
K2-117 b,K2-117,0.0189,2.03,4.78,3.14,0.06,145.8,868.0,101.632
K2-117 c,K2-117,0.0492,2.06,4.9,3.08,0.15,21.4,537.0,101.632
K2-119 b,K2-119,0.0698,2.53,6.94,2.35,0.07,54.9,666.0,365.581
K2-12 b,K2-12,0.0792,2.44,5.2,1.6,0.5,185.0,1026.0,326.381
K2-121 b,K2-121,0.0629,7.52,44.1,0.57,0.22,89.5,738.0,169.398
K2-122 b,K2-122,0.0373,1.16,1.65,5.81,0.21,79.9,769.0,72.0444
K2-123 b,K2-123,0.1649,2.76,8.05,2.1,0.06,2.9,338.0,161.555
K2-124 b,K2-124,0.049,2.9,8.75,1.97,0.08,8.7,442.0,140.385
K2-126 b,K2-126,0.0656,1.97,4.54,3.26,0.06,35.3,601.0,102.953
K2-127 b,K2-127,0.0411,8.37,52.9,0.496,0.12,105.6,809.0,709.999
K2-132 b,K2-132,0.0916,14.5717,155.7367,0.277,0.29,293.374,1586.0,609.818
K2-136 b,K2-136,0.0707,1.014,4.3,24.0,0.14,33.5,610.0,59.2474
K2-136 c,K2-136,0.1185,3.0,18.1,3.69,0.047,11.91,470.0,59.2474
K2-136 d,K2-136,0.1538,1.565,3.0,4.3,0.071,7.07,420.0,59.2474
K2-138 b,K2-138,0.03385,1.51,3.1,4.9,0.048,486.0,1157.0,202.585
K2-138 c,K2-138,0.04461,2.299,6.31,2.8,0.045,279.0,1012.0,202.585
K2-138 d,K2-138,0.05893,2.39,7.92,3.1,0.043,160.0,888.0,202.585
K2-138 e,K2-138,0.0782,3.39,12.97,1.8,0.077,91.1,757.0,202.585
K2-138 f,K2-138,0.10447,2.904,1.63,0.4,0.062,51.0,653.0,202.585
K2-138 g,K2-138,0.23109,3.013,4.32,0.9,0.059,9.29,445.0,202.585
K2-14 b,K2-14,0.0627,4.81,20.7,1.02,0.14,8.0,488.0,364.048
K2-140 b,K2-140,0.068,13.56286665,295.58041851,0.66,0.0,204.0,962.0,347.917
K2-141 b,K2-141,0.00747,1.51,4.97,7.93,0.0,3260.0,2103.0,61.8736
K2-141 c,K2-141,0.0683,7.0,8.0,0.081,0.092,39.1,695.0,61.8736
K2-146 b,K2-146,0.0248,2.05,5.77,3.69,0.129,20.7,534.0,79.3002
K2-147 b,K2-147,0.01575,1.47286006,2.77,4.76,0.38,200.1,1077.0,90.5494
K2-157 c,K2-157,0.165,6.08,30.8,0.753,0.2,22.65,587.0,298.373
K2-157 d,K2-157,0.309,5.16,23.3,0.932,0.5,6.46,429.1,298.373
K2-167 b,K2-167,0.0932,2.36509493,6.5,2.87,0.48,317.0,1220.0,80.8994
K2-17 b,K2-17,0.119,2.23,5.6,2.77,0.18,4.91,487.0,125.106
K2-18 b,K2-18,0.1429,2.37,8.92,4.11,0.2,1.005,284.0,38.0266
K2-180 b,K2-180,0.0756,2.46597575,11.41003981,4.16,0.075,67.0,797.5,203.896
K2-182 b,K2-182,0.05174,2.71257333,20.97667486,5.7,0.071,146.9,965.8,154.83
K2-19 b,K2-19,0.074,7.0,32.4,0.334,0.2,87.7,854.0,289.827
K2-19 c,K2-19,0.0971,4.1,10.8,0.94,0.21,48.8,745.0,289.827
K2-199 b,K2-199,0.0382,1.73,6.9,7.2,0.02,116.2,913.0,107.518
K2-199 c,K2-199,0.0662,2.85,12.4,2.9,0.03,38.6,694.0,107.518
K2-21 b,K2-21,0.076,1.84,4.04,2.7,0.1,10.0,500.0,83.6448
K2-21 c,K2-21,0.107,2.49,6.76,5.4,0.21,5.1,420.0,83.6448
K2-216 b,K2-216,0.028,1.75,8.0,8.2,0.0,248.0,1103.0,115.461
K2-222 b,K2-222,0.1206,2.35,8.7,3.68,0.16,96.0,871.0,101.321
K2-232 b,K2-232,0.10356,11.209,126.49634,0.405,0.258,312.155,1030.0,130.72
K2-233 b,K2-233,0.03293,1.315,2.4,5.7,0.0,269.0,1127.0,67.5062
K2-233 c,K2-233,0.0664,1.272,4.6,12.4,0.0,66.2,794.0,67.5062
K2-233 d,K2-233,0.1516,2.363,10.3,4.3,0.18,12.7,525.0,67.5062
K2-237 b,K2-237,0.03552,16.06246934,434.15360396,0.577,0.03,1860.0,1759.0,314.995
K2-24 b,K2-24,0.154,5.4,19.0,0.64,0.06,60.1,709.0,170.562
K2-24 c,K2-24,0.247,7.5,15.4,0.2,0.07,23.4,560.0,170.562
K2-25 b,K2-25,0.0287,3.44,24.5,3.31,0.428,9.91,494.0,44.9565
K2-260 b,K2-260,0.04392,18.41635529,546.66486004,0.48,0.053,2520.03,2090.0,663.834
K2-261 b,K2-261,0.1086,9.26982704,68.96876432,0.473,0.274,180.0,1036.0,213.283
K2-263 b,K2-263,0.2573,2.41,14.9,5.8,0.15,8.17,470.0,162.481
K2-266 c,K2-266,0.0679,0.705,0.29013072,4.55,0.042,32.4,664.5,77.5586
K2-266 d,K2-266,0.1035,2.93,8.9,2.03,0.047,13.95,538.3,77.5586
K2-266 e,K2-266,0.1249,2.73,14.3,2.21,0.043,9.581,490.1,77.5586
K2-27 b,K2-27,0.06702,4.48,30.9,1.87,0.251,116.0,902.0,249.645
K2-277 b,K2-277,0.0664,2.18575124,5.42,2.85,0.52,195.7304,1049.0,113.123
K2-28 b,K2-28,0.0214,2.32,5.99,2.64,0.0,30.1,568.0,62.9969
K2-284 b,K2-284,0.04771,2.78,8.15,2.08,0.078,42.6,653.0,107.272
K2-285 b,K2-285,0.03817,2.59,9.68,3.07,0.0,234.31,1088.9,154.961
K2-285 c,K2-285,0.0824,3.53,15.68,1.95,0.0,50.35,741.4,154.961
K2-29 b,K2-29,0.04217,13.33871,232.0159,0.53,0.066,293.0,1171.0,178.475
K2-291 b,K2-291,0.03261,1.589,6.49,8.84,0.0,633.0,1203.0,90.0562
K2-292 b,K2-292,0.13,2.63,24.5,7.4,0.04,67.0,795.0,114.293
K2-295 b,K2-295,0.0451,10.054473,106.47305,0.612,0.0,97.8595,852.0,232.801
K2-3 b,K2-3,0.0747,2.078,5.11,3.11,0.107,10.5,501.3,44.0727
K2-3 c,K2-3,0.1357,1.582,2.68,3.7,0.048,3.17,371.8,44.0727
K2-3 d,K2-3,0.2014,1.458,2.2,17.5,0.091,1.44,305.2,44.0727
K2-30 b,K2-30,0.04839,11.646151,184.02357,0.64,0.0,299.0,1092.0,333.042
K2-31 b,K2-31,0.022,11.88154,563.83042,1.85,0.0,1272.0,1603.98,110.527
K2-32 b,K2-32,0.0795,5.299,15.0,0.55,0.03,77.7,837.0,157.682
K2-32 c,K2-32,0.13843,3.134,8.1,1.43,0.049,25.6,634.0,157.682
K2-32 d,K2-32,0.18422,3.484,6.7,0.87,0.05,14.5,550.0,157.682
K2-321 b,K2-321,0.02839,2.05124347,4.86,3.09,0.44,68.5516,830.0,77.6888
K2-329 b,K2-329,0.1016,8.675766,82.6358,0.694,0.0697,45.7,650.0,233.237
K2-34 b,K2-34,0.0442,13.75,539.67534,0.94,0.0,963.566,1687.0,348.646
K2-35 b,K2-35,0.031,1.32,2.3,5.5,0.13,211.0,979.0,252.596
K2-35 c,K2-35,0.055,1.93,4.38,3.35,0.12,68.0,766.0,252.596
K2-36 b,K2-36,0.02288,1.43,4.3,8.0,0.093,519.0,1328.0,109.749
K2-36 c,K2-36,0.05528,3.2,7.9,1.3,0.089,89.0,854.0,109.749
K2-360 c,EPIC 201595106,0.0883,4.02,15.23,1.29,0.11,115.0,912.0,232.1
K2-38 b,K2-38,0.0503,1.655,7.7,9.3,0.11,490.0,1310.0,192.69
K2-38 c,K2-38,0.0959,2.49,7.4,2.63,0.086,135.3,949.0,192.69
K2-39 b,K2-39,0.05708,6.27704,28.6047,0.5,0.0,1356.0,1670.0,307.47
K2-4 b,K2-4,0.078,2.1,5.06,3.0,0.08,15.6,563.0,231.828
K2-419 A b,K2-419 A,0.1208,10.55,196.0,0.916,0.042,3.3,377.0,268.685
K2-43 b,K2-43,0.03784,4.51,18.5,1.11,0.07,49.0,939.3,182.536
K2-45 b,K2-45,0.0224,6.71,36.4,0.662,0.1,100.0,1073.56,495.317
K2-54 b,K2-54,0.0761,2.6116925,7.33,2.26,0.24,6.1,560.0,174.955
K2-55 b,K2-55,0.03486,3.82,14.0,1.38,0.07,115.0,912.0,159.522
K2-57 b,K2-57,0.0752,2.30905002,5.94,2.65,0.25,24.1,635.8,264.213
K2-60 b,K2-60,0.045,7.655747,135.39558,1.7,0.0,1212.0,1400.0,491.87
K2-66 b,K2-66,0.05983,2.49,21.3,7.8,0.0,840.0,1372.0,513.877
K2-7 b,K2-7,0.1867,4.03523305,15.3,1.28,0.24,125.0,786.0,738.553
K2-79 b,K2-79,0.0988,4.09,9.2,0.73,0.23,181.0,1022.0,256.011
K2-90 b,K2-90,0.096,2.6,7.27,2.27,0.07,10.2,502.0,134.188
K2-97 b,K2-97,0.0854,13.45077684,174.48779544,0.392,0.207,114.149,1566.0,878.43
K2-98 b,K2-98,0.0986,5.06645928,34.00763955,1.4,0.119,992.258,1185.0,518.625
KELT-11 b,KELT-11,0.0623,15.13212395,65.15482343,0.093,0.0,1433.0,1712.0,99.1596
KELT-12 b,KELT-12,0.06708,19.95202,301.9385,0.209,0.0,1749.0,1800.0,368.03
KELT-14 b,KELT-14,0.03005,19.537287,408.09372,0.322,0.0,826.113,1970.0,250.121
KELT-15 b,KELT-15,0.04613,19.50366,416.3573,0.36,0.0,1612.7618,1642.0,324.683
KELT-18 b,KELT-18,0.0455,17.59813,375.0394,0.377,0.0,3152.0,2085.0,321.376
KELT-2 A b,KELT-2 A,0.05497,15.13215,540.311,0.91,0.0,3108.45,2080.0,134.058
KELT-23 A b,KELT-23 A,0.03302,14.829507,298.12454,0.503,0.0,991.183,1561.0,126.261
KELT-3 b,KELT-3,0.04123,17.48604,616.5902,0.75,0.0,1704.57,1816.0,210.252
KELT-4 A b,KELT-4 A,0.04317,19.044091,286.68266,0.228,0.0,1840.0,1823.0,218.05
KELT-6 b,KELT-6,0.07939,14.5717,165.2716,0.311,0.22,718.188,1313.0,240.726
KELT-7 b,KELT-7,0.04415,17.9344,441.7837,0.442,0.0,1775.39,2048.0,136.681
KELT-8 b,KELT-8,0.0455,18.15858,209.7678,0.167,0.04,983.3098,1675.0,197.572
KIC 5437945 b,KIC 5437945,1.19671,6.4,33.6,0.704,0.0,2.9,308.0,1274.01
KOBE-1 b,KOBE-1,0.07006,2.91,8.8,1.96,0.0,20.56,594.4,23.9718
KOBE-1 c,KOBE-1,0.16071,3.56,12.4,1.51,0.0,3.91,392.5,23.9718
KOI-12 b,KOI-12,0.154,13.78707,349.613,0.733,0.34,196.507,911.0,399.398
KOI-1257 b,KOI-1257,0.382,10.54,460.83,2.1,0.772,7.28,511.0,656.0
KOI-134 b,KOI-134,0.363,12.03844527,346.43296363,1.09,0.16,45.0,659.0,1159.21
KOI-142 b,KOI-142,0.09586,3.438,9.5,1.29,0.05561,68.563,758.0,376.863
KOI-1599.01,KOI-1599,0.14728,1.9,4.6,3.69,0.014,44.8,660.0,1131.64
KOI-1599.02,KOI-1599,0.112293,1.9,9.0,7.21,0.0114,76.81,755.0,1131.64
KOI-1783.01,KOI-1783,0.52661,8.86,71.0,0.56,0.0,5.7,412.0,865.73
KOI-1783.02,KOI-1783,0.86695,5.44,15.0,0.51,0.0,2.49,321.0,865.73
KOI-1831 d,Kepler-324,0.19924,1.13,2.23,9.95,0.0,11.8,475.0,501.574
KOI-1833 d,Kepler-968,0.0634,2.58,11.02,4.5,0.0,27.35,613.0,290.324
KOI-3503 b,KOI-3503,0.14247,1.19,9.2,10.0,0.0,90.2,785.0,887.064
KOI-3503 c,KOI-3503,0.18688,1.21,10.36,10.0,0.0,52.5,686.0,887.064
KOI-351 b,KOI-351,0.074,1.31,2.27,5.55,0.0,316.442,1062.0,848.254
KOI-351 c,KOI-351,0.089,1.19,1.81,5.9,0.0,236.315,987.0,848.254
KOI-351 d,KOI-351,0.32,2.87,8.6,2.0,0.0,18.168,520.0,848.254
KOI-351 e,KOI-351,0.42,2.66,7.56,2.21,0.0,10.228,450.0,848.254
KOI-351 f,KOI-351,0.48,2.88,8.65,1.99,0.0,6.796,407.0,848.254
KOI-351 g,KOI-351,0.71,8.1,15.0,0.272128,0.049,3.387,342.0,848.254
KOI-3680 b,KOI-3680,0.534,11.09691,613.4119,2.46,0.496,3.3,347.0,921.986
KOI-7368 b,KOI-7368,0.0678,2.22,5.56,2.79,0.0,99.24,805.0,264.995
KOI-7913 b,KOI-7913 A,0.1456,2.34,6.08,2.61,0.0,8.27,432.0,271.277
KOI-94 b,KOI-94,0.05119,1.71,10.5,10.1,0.25,1053.181,1486.0,477.052
KOI-94 c,KOI-94,0.1013,4.32,15.6,0.91,0.43,268.219,1012.0,477.052
KOI-94 d,KOI-94,0.1684,11.27,106.0,0.363,0.022,97.12,806.0,477.052
KOI-94 e,KOI-94,0.3046,6.56,35.0,0.6,0.019,29.7,584.0,477.052
KOI-984 b,KOI-984,0.0504,4.3,17.1,1.18,0.12,186.31,1022.0,252.667
KPS-1 b,KPS-1,0.0269,11.54527,346.4347,1.31,0.0,729.0,1459.0,262.706
Kepler-10 b,Kepler-10,0.01685,1.47,3.24,5.54,0.0,3741.78,2188.0,185.506
Kepler-10 c,Kepler-10,0.241,2.355,11.29,4.75,0.136,18.3,579.0,185.506
Kepler-100 b,Kepler-100,0.07309,1.34,4.01,12.357908,0.13,478.214,1155.0,304.645
Kepler-100 c,Kepler-100,0.11061,2.2,7.05,1.721102,0.02,208.657,939.0,304.645
Kepler-100 d,Kepler-100,0.21747,1.61,3.0,2.695922,0.38,53.981,670.0,304.645
Kepler-1000 b,Kepler-1000,0.5326,4.76,20.3,1.03,0.0,18.0,473.0,1115.62
Kepler-1001 b,Kepler-1001,0.11147,3.15,10.1,1.78,0.0,40.853,693.0,928.978
Kepler-1001 c,Kepler-1001,0.08296,1.57799279,3.11,4.35,0.0,72.4,804.0,928.978
Kepler-1002 b,Kepler-1002,0.0564,1.71,3.57,3.92,0.0,981.68,1453.0,408.303
Kepler-1003 b,Kepler-1003,0.04333,1.78,3.82,3.72,0.0,814.925,1157.0,941.902
Kepler-1004 b,Kepler-1004,0.06791,6.28,32.5,0.721,0.0,1610.087,1661.0,1152.68
Kepler-1005 b,Kepler-1005,0.06717,1.5,2.86,4.66,0.0,301.329,1026.0,567.806
Kepler-1006 b,Kepler-1006,0.1464,1.54,2.99,4.5,0.0,153.493,791.0,1081.738
Kepler-1007 b,Kepler-1007,0.048,1.44,2.67,4.91,0.0,42.62,652.0,365.0
Kepler-1008 b,Kepler-1008,0.09755,1.28,2.18,5.71,0.0,35.408,627.0,282.565
Kepler-1009 b,Kepler-1009,0.0796,2.17,5.35,2.88,0.0,11.561,403.0,355.019
Kepler-101 b,Kepler-101,0.0474,5.77,51.1,1.45,0.086,1240.332,1513.0,927.981
Kepler-101 c,Kepler-101,0.0684,1.25,3.78,10.5,0.0,596.069,1413.0,927.981
Kepler-1010 b,Kepler-1010,0.193,2.32,5.99,2.64,0.0,10.17,477.0,579.273
Kepler-1011 b,Kepler-1011,0.0633,2.87,8.6,2.0,0.0,108.788,920.0,736.779
Kepler-1012 b,Kepler-1012,0.06066,1.29,2.21,5.66,0.0,191.811,934.0,411.077
Kepler-1013 b,Kepler-1013,0.137,2.15,5.27,2.91,0.0,16.101,766.0,422.246
Kepler-1014 b,Kepler-1014,0.121,2.39,6.3,2.54,0.0,33.479,614.0,624.8
Kepler-1015 b,Kepler-1015,0.1345,3.55,12.3,1.51,0.0,172.112,1040.0,739.357
Kepler-1016 b,Kepler-1016,0.03044,2.18,5.39,2.86,0.0,1445.204,1540.0,1402.82
Kepler-1016 c,Kepler-1016,0.43519,3.68,13.1,1.44,0.0,7.071,407.0,1402.82
Kepler-1017 b,Kepler-1017,0.07196,1.99,4.62,3.22,0.0,119.603,831.0,552.058
Kepler-1018 b,Kepler-1018,0.253,2.58,7.18,2.3,0.0,12.098,498.0,1010.01
Kepler-1019 b,Kepler-1019,0.0221,1.46,2.73,4.82,0.0,330.249,1164.0,194.182
Kepler-102 d,Kepler-102,0.08618,1.154,3.0,10.7,0.092,36.9,686.0,107.796
Kepler-102 e,Kepler-102,0.1162,2.17,4.7,2.5,0.089,20.3,590.0,107.796
Kepler-1020 b,Kepler-1020,0.37594,2.28,5.82,2.7,0.0,2.339,325.0,415.358
Kepler-1021 b,Kepler-1021,0.1034,2.33,6.04,2.62,0.0,50.37,634.0,810.082
Kepler-1022 b,Kepler-1022,0.0805,2.36,6.17,2.58,0.0,19.258,512.0,420.042
Kepler-1023 b,Kepler-1023,0.30284,2.63,7.41,2.24,0.0,6.978,524.0,694.175
Kepler-1024 b,Kepler-1024,0.3033,3.91,14.5,1.33,0.0,5.446,376.0,1087.4
Kepler-1025 b,Kepler-1025,0.21607,1.98,4.58,3.24,0.0,17.952,1654.0,803.776
Kepler-1026 b,Kepler-1026,0.1977,2.21,5.52,2.81,0.0,5.988,425.0,351.239
Kepler-1027 b,Kepler-1027,0.02911,0.89,0.64,4.99,0.0,1162.51,1268.0,405.104
Kepler-1028 b,Kepler-1028,0.0354,1.33,2.33,5.44,0.0,519.636,1217.0,607.916
Kepler-1029 b,Kepler-1029,0.047,1.26,2.13,5.85,0.0,92.16,790.0,366.656
Kepler-103 b,Kepler-103,0.13223,3.486,9.8,1.28,0.093,149.9,973.0,494.832
Kepler-103 c,Kepler-103,0.6639,5.45,38.0,1.29,0.095,5.95,434.0,494.832
Kepler-1030 b,Kepler-1030,0.1338,2.48,6.71,2.42,0.0,16.881,529.0,758.702
Kepler-1031 b,Kepler-1031,0.0218,0.87,0.59,4.92,0.0,3973.86,2024.0,682.882
Kepler-1032 b,Kepler-1032,0.0361,1.87,4.16,3.5,0.0,176.144,802.0,673.01
Kepler-1033 b,Kepler-1033,0.0761,2.51,6.85,2.38,0.0,159.422,914.0,1455.5
Kepler-1034 b,Kepler-1034,0.0965,2.26,5.73,2.73,0.0,36.787,675.0,654.549
Kepler-1035 b,Kepler-1035,0.03883,1.17,1.71,5.87,0.0,1180.064,1301.0,562.116
Kepler-1036 b,Kepler-1036,0.47726,3.01,9.32,1.88,0.0,2.821,326.0,489.435
Kepler-1037 b,Kepler-1037,0.0198,1.28,2.18,5.71,0.0,1015.434,1650.0,446.914
Kepler-1038 b,Kepler-1038,0.5238,3.53,12.2,1.52,0.0,1.512,285.0,584.136
Kepler-1038 c,Kepler-1038,0.0692,1.4162338,2.59,5.01,0.0,89.24,784.0,584.136
Kepler-1039 b,Kepler-1039,0.01714,1.46,2.73,4.82,0.0,668.128,2080.0,306.91
Kepler-104 b,Kepler-104,0.094,3.1,19.6,4.064848,0.0,119.907,852.0,400.785
Kepler-104 c,Kepler-104,0.153,3.13,7.14430805,2.994855,0.0,45.438,668.0,400.785
Kepler-104 d,Kepler-104,0.257,3.58,5.54022107,1.668541,0.0,16.012,515.0,400.785
Kepler-1040 b,Kepler-1040,0.67249,2.08,4.98,3.04,0.0,2.121,300.0,482.119
Kepler-1041 b,Kepler-1041,0.1688,2.94,8.96,1.94,0.0,117.956,644.0,1485.82
Kepler-1042 b,Kepler-1042,0.0756,2.19,5.43,2.84,0.0,25.66,574.0,659.0
Kepler-1043 b,Kepler-1043,0.2159,2.55,7.04,2.33,0.0,21.692,532.0,903.332
Kepler-1044 b,Kepler-1044,0.0741,2.67,7.61,2.2,0.0,218.497,1058.0,1278.96
Kepler-1045 b,Kepler-1045,0.1616,2.69,7.7,2.17,0.0,19.127,512.0,942.485
Kepler-1046 b,Kepler-1046,0.11858,1.71,3.57,3.92,0.0,101.4,786.0,721.534
Kepler-1047 b,Kepler-1047,0.29871,2.09,5.02,3.02,0.0,28.851,503.0,817.647
Kepler-1047 c,Kepler-1047,0.04413,0.99,0.937,5.31,0.0,1323.065,1309.0,817.647
Kepler-1048 b,Kepler-1048,0.059,1.61,3.22,4.24,0.0,96.976,619.0,556.006
Kepler-1049 b,Kepler-1049,0.0349,0.95,0.809,5.18,0.0,50.427,625.0,162.006
Kepler-105 b,Kepler-105,0.06016,2.53,10.8,3.68,0.02,341.809,1418.0,459.223
Kepler-105 c,Kepler-105,0.07229,1.44,5.6,10.4,0.02,236.167,997.0,459.223
Kepler-1050 b,Kepler-1050,0.12353,1.6,3.19,4.28,0.0,62.025,1039.0,490.488
Kepler-1050 c,Kepler-1050,0.15264,1.48,2.79,4.73,0.0,40.644,935.0,490.488
Kepler-1051 b,Kepler-1051,0.18395,3.4,11.5,1.61,0.0,87.457,850.0,829.343
Kepler-1052 b,Kepler-1052,0.20988,2.93,8.91,1.95,0.0,20.976,522.0,943.444
Kepler-1052 c,Kepler-1052,0.6135,2.3,5.9,2.66,0.0,1.96,302.0,943.444
Kepler-1053 b,Kepler-1053,0.0315,0.98,0.904,5.28,0.0,139.818,953.0,151.129
Kepler-1054 b,Kepler-1054,0.05542,2.63,7.41,2.24,0.0,760.524,1177.0,1090.51
Kepler-1055 b,Kepler-1055,0.0335,1.23,2.04,6.02,0.0,647.256,1304.0,389.397
Kepler-1056 b,Kepler-1056,0.1629,3.01,9.32,1.88,0.0,56.91,590.0,982.51
Kepler-1057 b,Kepler-1057,0.1138,3.36,11.2,1.62,0.0,69.213,724.0,1201.82
Kepler-1058 b,Kepler-1058,0.3679,2.72,7.85,2.14,0.0,0.77,239.0,491.997
Kepler-1059 b,Kepler-1059,0.044,1.73,3.64,3.86,0.0,174.074,908.0,713.167
Kepler-106 c,Kepler-106,0.10987,2.5,10.44,3.28,0.0,96.905,785.0,444.322
Kepler-106 e,Kepler-106,0.24006,2.56,11.17,3.1,0.0,20.294,531.0,444.322
Kepler-1060 b,Kepler-1060,0.2495,2.38,6.26,2.55,0.0,17.416,484.0,946.565
Kepler-1061 b,Kepler-1061,0.0388,1.98,4.58,3.24,0.0,788.501,1332.0,543.375
Kepler-1062 b,Kepler-1062,0.0748,1.76,3.75,3.78,0.0,33.76,583.0,397.455
Kepler-1063 b,Kepler-1063,0.1176,1.49,2.83,4.7,0.0,54.93,931.0,343.226
Kepler-1064 b,Kepler-1064,0.1183,1.55,3.02,4.46,0.0,24.87,570.0,374.0
Kepler-1065 b,Kepler-1065,0.0455,3.73,13.4,1.42,0.0,419.91,1092.0,1122.48
Kepler-1065 c,Kepler-1065,0.0344,1.6,3.19,4.28,0.0,734.619,1256.0,1122.48
Kepler-1066 b,Kepler-1066,0.0298,2.36,6.17,2.58,0.0,710.019,1290.0,344.251
Kepler-1067 b,Kepler-1067,0.0164,0.8,0.437,4.69,0.0,2761.757,1872.0,667.693
Kepler-1067 c,Kepler-1067,0.06069,1.74682428,3.7,3.81,0.0,190.8,973.0,667.693
Kepler-1068 b,Kepler-1068,0.13038,3.63,12.8,1.47,0.0,55.933,702.0,1473.61
Kepler-1069 b,Kepler-1069,0.16587,1.6,3.19,4.28,0.0,78.175,823.0,695.967
Kepler-107 b,Kepler-107,0.04544,1.536,3.8,5.8,0.1,1073.0,1592.0,525.997
Kepler-107 c,Kepler-107,0.06064,1.597,10.0,13.5,0.08,602.0,1378.0,525.997
Kepler-107 e,Kepler-107,0.12638,2.903,14.1,3.18,0.1,138.7,955.0,525.997
Kepler-1070 b,Kepler-1070,0.06753,1.73,3.64,3.86,0.0,380.134,1101.0,939.001
Kepler-1071 b,Kepler-1071,0.0629,2.38,6.26,2.55,0.0,45.12,814.0,1042.27
Kepler-1072 b,Kepler-1072,0.02742,1.58,3.12,4.35,0.0,2944.0,1849.0,982.716
Kepler-1073 b,Kepler-1073,0.0805,2.3,5.9,2.66,0.0,128.55,905.0,809.897
Kepler-1073 c,Kepler-1073,0.0483,1.64,3.33,4.15,0.0,357.082,1169.0,809.897
Kepler-1073 d,Kepler-1073,0.0352,1.48770949,2.82,4.71,0.0,828.59,1369.0,809.897
Kepler-1074 b,Kepler-1074,0.0536,1.25,2.1,5.91,0.0,27.569,568.0,250.817
Kepler-1075 b,Kepler-1075,0.0208,1.42,2.6,4.99,0.0,143.968,818.0,291.275
Kepler-1076 b,Kepler-1076,0.0611,0.8,0.437,4.69,0.0,83.18,770.0,199.0
Kepler-1077 b,Kepler-1077,0.2101,2.77,8.1,2.09,0.0,26.928,576.0,1101.42
Kepler-1078 b,Kepler-1078,0.0388,1.9,4.27,3.42,0.0,373.99,1122.0,2481.71
Kepler-1079 b,Kepler-1079,0.1092,1.63,3.29,4.17,0.0,195.353,887.0,591.098
Kepler-108 b,Kepler-108,0.292,8.65,56.0,0.475,0.22,47.4,669.0,338.732
Kepler-108 c,Kepler-108,0.721,8.18,50.9,0.511,0.04,7.8,426.0,338.732
Kepler-1080 b,Kepler-1080,0.3781,3.28,10.8,1.68,0.0,55.45,548.0,1382.82
Kepler-1081 b,Kepler-1081,0.04662,1.01,1.01,5.39,0.0,225.216,972.0,420.215
Kepler-1082 b,Kepler-1082,0.02571,1.12,1.46,5.71,0.0,2949.557,1827.0,739.557
Kepler-1083 b,Kepler-1083,0.1899,3.36,11.2,1.62,0.0,10.148,448.0,902.633
Kepler-1084 b,Kepler-1084,0.0324,1.11,1.41,5.67,0.0,1766.593,1737.0,405.533
Kepler-1085 b,Kepler-1085,0.73361,7.22,41.2,0.602,0.0,2.055,313.0,1364.53
Kepler-1085 c,Kepler-1085,0.29798,3.26817741,10.7,1.68,0.0,11.8,491.0,1364.53
Kepler-1086 b,Kepler-1086,0.1198,2.44,6.53,2.47,0.0,9.157,433.0,466.084
Kepler-1086 c,Kepler-1086,0.503,2.94,8.96,1.94,0.0,0.519,211.0,466.084
Kepler-1087 b,Kepler-1087,0.01554,0.61,0.165,3.99,0.0,3496.493,2161.0,362.623
Kepler-1088 b,Kepler-1088,0.16163,1.42,2.6,4.99,0.0,44.887,667.0,280.629
Kepler-1089 b,Kepler-1089,0.0497,1.83,4.01,3.6,0.0,26.266,584.0,259.328
Kepler-109 b,Kepler-109,0.0701,2.49,4.9,1.7,0.11,442.0,1276.0,474.861
Kepler-109 c,Kepler-109,0.1546,2.65,8.2,2.4,0.098,91.0,859.0,474.861
Kepler-1090 b,Kepler-1090,0.63323,2.25,5.69,2.74,0.0,1.825,297.0,858.77
Kepler-1090 c,Kepler-1090,0.22622,3.29265785,10.9,1.68,0.0,13.8,496.0,858.77
Kepler-1091 b,Kepler-1091,0.0252,1.46,2.73,4.82,0.0,1740.858,1664.0,914.299
Kepler-1092 b,Kepler-1092,0.2996,2.07,4.94,3.06,0.0,17.016,508.0,981.233
Kepler-1093 b,Kepler-1093,0.17543,1.95,4.46,3.31,0.0,98.8,776.0,1072.88
Kepler-1093 c,Kepler-1093,0.41037,1.96,4.5,3.28,0.0,18.1,508.0,1072.88
Kepler-1094 b,Kepler-1094,0.3625,3.18,10.2,1.74,0.0,10.336,480.0,1291.01
Kepler-1095 b,Kepler-1095,0.0514,1.21,1.92,5.96,0.0,356.54,1108.0,792.522
Kepler-1096 b,Kepler-1096,0.034,1.24,2.07,5.97,0.0,124.866,794.0,377.976
Kepler-1097 b,Kepler-1097,0.5791,3.26,10.7,1.7,0.0,1.3,267.0,719.802
Kepler-1098 b,Kepler-1098,0.0358,1.3,2.24,5.6,0.0,995.67,1319.0,1049.19
